Metin,Durum,metin_lower,metin_cleaned,metin_tokenized,metin_nostop,metin_lemmatized,metin_stemmed
"NEREDEYSE SIFIRA YAKIN TIRAŞ EDİYOR, TEK KUSURU 10-15 DK ÇALIŞINCA ISINIYOR AMA YAKACAK KADAR DEĞİL.",2,"neredeyse sifira yakin tiraş edi̇yor, tek kusuru 10-15 dk çalişinca isiniyor ama yakacak kadar deği̇l.","neredeyse sifira yakin tiraş edi̇yor, tek kusuru 10-15 dk çalişinca isiniyor ama yakacak kadar deği̇l.","['neredeyse', 'sifira', 'yakin', 'tiraş', 'ediyor', 'tek', 'kusuru', 'dk', 'çalişinca', 'isiniyor', 'ama', 'yakacak', 'kadar', 'değil']","['neredeyse', 'sifira', 'yakin', 'tiraş', 'ediyor', 'tek', 'kusuru', 'dk', 'çalişinca', 'isiniyor', 'yakacak', 'kadar', 'değil']","['neredeyse', '', 'yakin', '', 'et', 'tek', 'kusur', '', '', '', 'yakacak', 'kadar', 'değil']","['neredeys', '', 'yakin', '', 'et', 'tek', 'kusur', '', '', '', 'yakacak', 'kadar', 'değil']"
Berberiminde kullandigi urundu tras olurken inceledim begendigim icin evde kullanmak amaciyla aldim,1,berberiminde kullandigi urundu tras olurken inceledim begendigim icin evde kullanmak amaciyla aldim,berberiminde kullandigi urundu tras olurken inceledim begendigim icin evde kullanmak amaciyla aldim,"['berberiminde', 'kullandigi', 'urundu', 'tras', 'olurken', 'inceledim', 'begendigim', 'icin', 'evde', 'kullanmak', 'amaciyla', 'aldim']","['berberiminde', 'kullandigi', 'urundu', 'tras', 'olurken', 'inceledim', 'begendigim', 'icin', 'evde', 'kullanmak', 'amaciyla', 'aldim']","['', '', 'ur', 'tras', 'olur', 'incele', '', '', 'ev', 'kullanmak', '', '']","['', '', 'ur', 'tra', 'olur', 'incel', '', '', 'ev', 'kullanmak', '', '']"
"Hızlı kargo, süper kalite ucuzluk emeği geçene teşekkürler..",1,"hızlı kargo, süper kalite ucuzluk emeği geçene teşekkürler..","hızlı kargo, süper kalite ucuzluk emeği geçene teşekkürler..","['hızlı', 'kargo', 'süper', 'kalite', 'ucuzluk', 'emeği', 'geçene', 'teşekkürler']","['hızlı', 'kargo', 'süper', 'kalite', 'ucuzluk', 'emeği', 'geçene', 'teşekkürler']","['hızlı', 'kargo', 'süper', 'kalite', 'ucuzluk', 'emek', 'geçen', 'teşekkür']","['hızlı', 'kargo', 'süper', 'kalit', 'ucuzluk', 'emek', 'geçen', 'teşekkür']"
güvenilir satıcı güzel ve bi o kadar kullanışlı bir makine alınır kullanılır güvenilir,1,güvenilir satıcı güzel ve bi o kadar kullanışlı bir makine alınır kullanılır güvenilir,güvenilir satıcı güzel ve bi o kadar kullanışlı bir makine alınır kullanılır güvenilir,"['güvenilir', 'satıcı', 'güzel', 've', 'bi', 'o', 'kadar', 'kullanışlı', 'bir', 'makine', 'alınır', 'kullanılır', 'güvenilir']","['güvenilir', 'satıcı', 'güzel', 'bi', 'kadar', 'kullanışlı', 'bir', 'makine', 'alınır', 'kullanılır', 'güvenilir']","['güvenilir', 'satıcı', 'güzel', '', 'kadar', 'kullanışlı', 'bir', 'makine', 'alın', 'kullanıl', 'güvenilir']","['güvenilir', 'satıcı', 'güzel', '', 'kadar', 'kullanışlı', 'bir', 'makin', 'alın', 'kullanıl', 'güvenilir']"
Tahmin ettiğimden daha iyi çıktı ufak işler için bence çok ideal. Ele tam oturuyor. Teşekkürler :),1,tahmin ettiğimden daha iyi çıktı ufak işler için bence çok ideal. ele tam oturuyor. teşekkürler :),tahmin ettiğimden daha iyi çıktı ufak işler için bence çok ideal. ele tam oturuyor. teşekkürler :),"['tahmin', 'ettiğimden', 'daha', 'iyi', 'çıktı', 'ufak', 'işler', 'için', 'bence', 'çok', 'ideal', 'ele', 'tam', 'oturuyor', 'teşekkürler']","['tahmin', 'ettiğimden', 'iyi', 'çıktı', 'ufak', 'işler', 'bence', 'ideal', 'ele', 'tam', 'oturuyor', 'teşekkürler']","['tahmin', 'ettik', 'iyi', 'çıktı', 'ufak', 'iş', 'ben', 'ideal', 'ele', 'tam', 'otur', 'teşekkür']","['tahmin', 'ettik', 'iyi', 'çıktı', 'ufak', 'iş', 'ben', 'ideal', 'ele', 'tam', 'otur', 'teşekkür']"
ürün çok güzel we çok kalitelidir 1 senedir kullanı?orum hiç bir sıkıntısı ?ok,1,ürün çok güzel we çok kalitelidir 1 senedir kullanı?orum hiç bir sıkıntısı ?ok,ürün çok güzel we çok kalitelidir 1 senedir kullanı?orum hiç bir sıkıntısı ?ok,"['ürün', 'çok', 'güzel', 'we', 'çok', 'kalitelidir', 'senedir', 'kullanıorum', 'hiç', 'bir', 'sıkıntısı', 'ok']","['ürün', 'güzel', 'we', 'kalitelidir', 'senedir', 'kullanıorum', 'bir', 'sıkıntısı', 'ok']","['ürün', 'güzel', '', 'kaliteli', 'sene', '', 'bir', 'sıkıntı', 'ok']","['ürün', 'güzel', '', 'kalit', 'sene', '', 'bir', 'sıkıntı', 'ok']"
Daha önce kullandığım bir üründü. Eksiksiz ve hızlı bir şekilde elime ulaştı. Teşekkürler,1,daha önce kullandığım bir üründü. eksiksiz ve hızlı bir şekilde elime ulaştı. teşekkürler,daha önce kullandığım bir üründü. eksiksiz ve hızlı bir şekilde elime ulaştı. teşekkürler,"['daha', 'önce', 'kullandığım', 'bir', 'üründü', 'eksiksiz', 've', 'hızlı', 'bir', 'şekilde', 'elime', 'ulaştı', 'teşekkürler']","['önce', 'kullandığım', 'bir', 'üründü', 'eksiksiz', 'hızlı', 'bir', 'şekilde', 'elime', 'ulaştı', 'teşekkürler']","['ön', 'kullandık', 'bir', 'ürün', 'eksiksiz', 'hızlı', 'bir', 'şekil', 'elim', 'ulaş', 'teşekkür']","['ön', 'kullandık', 'bir', 'ürün', 'eksiksiz', 'hızlı', 'bir', 'şekil', 'elim', 'ulaş', 'teşekkür']"
hızlı kargo beklenen ürün. fiyat-performans tatmin edici,1,hızlı kargo beklenen ürün. fiyat-performans tatmin edici,hızlı kargo beklenen ürün. fiyat-performans tatmin edici,"['hızlı', 'kargo', 'beklenen', 'ürün', 'fiyatperformans', 'tatmin', 'edici']","['hızlı', 'kargo', 'beklenen', 'ürün', 'fiyatperformans', 'tatmin', 'edici']","['hızlı', 'kargo', 'beklenen', 'ürün', '', 'tatmin', 'edici']","['hızlı', 'kargo', 'beklenen', 'ürün', '', 'tatmin', 'edici']"
Makine sakal icin ideal sac icin birsey soyleyemem cabuk ulaştı elime teşekkür ediyorum,1,makine sakal icin ideal sac icin birsey soyleyemem cabuk ulaştı elime teşekkür ediyorum,makine sakal icin ideal sac icin birsey soyleyemem cabuk ulaştı elime teşekkür ediyorum,"['makine', 'sakal', 'icin', 'ideal', 'sac', 'icin', 'birsey', 'soyleyemem', 'cabuk', 'ulaştı', 'elime', 'teşekkür', 'ediyorum']","['makine', 'sakal', 'icin', 'ideal', 'sac', 'icin', 'birsey', 'soyleyemem', 'cabuk', 'ulaştı', 'elime', 'teşekkür', 'ediyorum']","['makine', 'sakal', '', 'ideal', 'sac', '', '', '', '', 'ulaş', 'elim', 'teşekkür', 'et']","['makin', 'sakal', '', 'ideal', 'sac', '', '', '', '', 'ulaş', 'elim', 'teşekkür', 'et']"
Esime hediye aldım Çok güzel bir ürün tavsiye ederim çok memnun,1,esime hediye aldım çok güzel bir ürün tavsiye ederim çok memnun,esime hediye aldım çok güzel bir ürün tavsiye ederim çok memnun,"['esime', 'hediye', 'aldım', 'çok', 'güzel', 'bir', 'ürün', 'tavsiye', 'ederim', 'çok', 'memnun']","['esime', 'hediye', 'aldım', 'güzel', 'bir', 'ürün', 'tavsiye', 'ederim', 'memnun']","['esim', 'hediye', 'al', 'güzel', 'bir', 'ürün', 'tavsiye', 'eder', 'memnun']","['esim', 'hediy', 'al', 'güzel', 'bir', 'ürün', 'tavsiy', 'eder', 'memnun']"
Berberimin tavsiyesi üzerine aldım çok güzel gerçekten.,1,berberimin tavsiyesi üzerine aldım çok güzel gerçekten.,berberimin tavsiyesi üzerine aldım çok güzel gerçekten.,"['berberimin', 'tavsiyesi', 'üzerine', 'aldım', 'çok', 'güzel', 'gerçekten']","['berberimin', 'tavsiyesi', 'üzerine', 'aldım', 'güzel', 'gerçekten']","['berber', 'tavsiye', 'üzerine', 'al', 'güzel', 'gerçekten']","['berber', 'tavsiy', 'üzerin', 'al', 'güzel', 'gerçekten']"
ürün ğuzel hoşuma gitti tavsiye ederim sessiz ve kibar elektiriklide.calisiyor,1,ürün ğuzel hoşuma gitti tavsiye ederim sessiz ve kibar elektiriklide.calisiyor,ürün ğuzel hoşuma gitti tavsiye ederim sessiz ve kibar elektiriklide.calisiyor,"['ürün', 'ğuzel', 'hoşuma', 'gitti', 'tavsiye', 'ederim', 'sessiz', 've', 'kibar', 'elektiriklidecalisiyor']","['ürün', 'ğuzel', 'hoşuma', 'gitti', 'tavsiye', 'ederim', 'sessiz', 'kibar', 'elektiriklidecalisiyor']","['ürün', '', 'hoş', 'git', 'tavsiye', 'eder', 'sessiz', 'kibar', '']","['ürün', '', 'hoş', 'git', 'tavsiy', 'eder', 'sessiz', 'kibar', '']"
Ürün resimdeki gbi aynısı geldi. Allah pişman etmesin inşallah. Hayırlı satışlar,1,ürün resimdeki gbi aynısı geldi. allah pişman etmesin inşallah. hayırlı satışlar,ürün resimdeki gbi aynısı geldi. allah pişman etmesin inşallah. hayırlı satışlar,"['ürün', 'resimdeki', 'gbi', 'aynısı', 'geldi', 'allah', 'pişman', 'etmesin', 'inşallah', 'hayırlı', 'satışlar']","['ürün', 'resimdeki', 'gbi', 'aynısı', 'geldi', 'allah', 'pişman', 'etmesin', 'inşallah', 'hayırlı', 'satışlar']","['ürün', 'resim', '', 'aynısı', 'gel', 'Allah', 'pişman', 'et', 'inşallah', 'hayırlı', 'satış']","['ürün', 'resim', '', 'aynısı', 'gel', 'allah', 'pişman', 'et', 'inşallah', 'hayırlı', 'satış']"
Ürün gayet müthiş ve muntazam yaptığı işe göre bedava sayılır:),1,ürün gayet müthiş ve muntazam yaptığı işe göre bedava sayılır:),ürün gayet müthiş ve muntazam yaptığı işe göre bedava sayılır:),"['ürün', 'gayet', 'müthiş', 've', 'muntazam', 'yaptığı', 'işe', 'göre', 'bedava', 'sayılır']","['ürün', 'gayet', 'müthiş', 'muntazam', 'yaptığı', 'işe', 'göre', 'bedava', 'sayılır']","['ürün', 'gayet', 'müthiş', 'muntazam', 'yaptık', 'işe', 'göre', 'bedava', 'sayıl']","['ürün', 'gayet', 'müthiş', 'muntazam', 'yaptık', 'işe', 'göre', 'bedava', 'sayıl']"
Urun çok güzel gayet kullanışlı kibar fiyatına göre de çok iyi,1,urun çok güzel gayet kullanışlı kibar fiyatına göre de çok iyi,urun çok güzel gayet kullanışlı kibar fiyatına göre de çok iyi,"['urun', 'çok', 'güzel', 'gayet', 'kullanışlı', 'kibar', 'fiyatına', 'göre', 'de', 'çok', 'iyi']","['urun', 'güzel', 'gayet', 'kullanışlı', 'kibar', 'fiyatına', 'göre', 'iyi']","['ur', 'güzel', 'gayet', 'kullanışlı', 'kibar', 'fiyat', 'göre', 'iyi']","['ur', 'güzel', 'gayet', 'kullanışlı', 'kibar', 'fiyat', 'göre', 'iyi']"
"Çok iyi ve kullanışlı, şarj ömrü çok uzun alırken tereddüt yaşadım ama çok memnunum",1,"çok iyi ve kullanışlı, şarj ömrü çok uzun alırken tereddüt yaşadım ama çok memnunum","çok iyi ve kullanışlı, şarj ömrü çok uzun alırken tereddüt yaşadım ama çok memnunum","['çok', 'iyi', 've', 'kullanışlı', 'şarj', 'ömrü', 'çok', 'uzun', 'alırken', 'tereddüt', 'yaşadım', 'ama', 'çok', 'memnunum']","['iyi', 'kullanışlı', 'şarj', 'ömrü', 'uzun', 'alırken', 'tereddüt', 'yaşadım', 'memnunum']","['iyi', 'kullanışlı', 'şarj', 'ömür', 'uzun', 'al', 'tereddüt', 'yaşa', 'memnun']","['iyi', 'kullanışlı', 'şarj', 'ömür', 'uzun', 'al', 'tereddüt', 'yaşa', 'memnun']"
ürün ğuzel hoşuma gitti tavsiye ederim sessiz ve kibar elektiriklide.calisiyor,1,ürün ğuzel hoşuma gitti tavsiye ederim sessiz ve kibar elektiriklide.calisiyor,ürün ğuzel hoşuma gitti tavsiye ederim sessiz ve kibar elektiriklide.calisiyor,"['ürün', 'ğuzel', 'hoşuma', 'gitti', 'tavsiye', 'ederim', 'sessiz', 've', 'kibar', 'elektiriklidecalisiyor']","['ürün', 'ğuzel', 'hoşuma', 'gitti', 'tavsiye', 'ederim', 'sessiz', 'kibar', 'elektiriklidecalisiyor']","['ürün', '', 'hoş', 'git', 'tavsiye', 'eder', 'sessiz', 'kibar', '']","['ürün', '', 'hoş', 'git', 'tavsiy', 'eder', 'sessiz', 'kibar', '']"
Ürün gayet müthiş ve muntazam yaptığı işe göre bedava sayılır:),1,ürün gayet müthiş ve muntazam yaptığı işe göre bedava sayılır:),ürün gayet müthiş ve muntazam yaptığı işe göre bedava sayılır:),"['ürün', 'gayet', 'müthiş', 've', 'muntazam', 'yaptığı', 'işe', 'göre', 'bedava', 'sayılır']","['ürün', 'gayet', 'müthiş', 'muntazam', 'yaptığı', 'işe', 'göre', 'bedava', 'sayılır']","['ürün', 'gayet', 'müthiş', 'muntazam', 'yaptık', 'işe', 'göre', 'bedava', 'sayıl']","['ürün', 'gayet', 'müthiş', 'muntazam', 'yaptık', 'işe', 'göre', 'bedava', 'sayıl']"
Ürün sorunsuz bana ulaştı mükemmel çalışıyor kesinlikle tavsiye ederim??,1,ürün sorunsuz bana ulaştı mükemmel çalışıyor kesinlikle tavsiye ederim??,ürün sorunsuz bana ulaştı mükemmel çalışıyor kesinlikle tavsiye ederim??,"['ürün', 'sorunsuz', 'bana', 'ulaştı', 'mükemmel', 'çalışıyor', 'kesinlikle', 'tavsiye', 'ederim']","['ürün', 'sorunsuz', 'bana', 'ulaştı', 'mükemmel', 'çalışıyor', 'kesinlikle', 'tavsiye', 'ederim']","['ürün', 'sorunsuz', 'bana', 'ulaş', 'mükemmel', 'çalış', 'kesinlik', 'tavsiye', 'eder']","['ürün', 'sorunsuz', 'bana', 'ulaş', 'mükemmel', 'çalış', 'kesinlik', 'tavsiy', 'eder']"
Tşk ederiz ürün gayet çok iyi.herkese tavsiye ederim,1,tşk ederiz ürün gayet çok iyi.herkese tavsiye ederim,tşk ederiz ürün gayet çok iyi.herkese tavsiye ederim,"['tşk', 'ederiz', 'ürün', 'gayet', 'çok', 'iyiherkese', 'tavsiye', 'ederim']","['tşk', 'ederiz', 'ürün', 'gayet', 'iyiherkese', 'tavsiye', 'ederim']","['', 'eder', 'ürün', 'gayet', '', 'tavsiye', 'eder']","['', 'eder', 'ürün', 'gayet', '', 'tavsiy', 'eder']"
Ürün kaliteli ve çok güzel. Aynı görselde gözüktüğü gibi güvenilir.,1,ürün kaliteli ve çok güzel. aynı görselde gözüktüğü gibi güvenilir.,ürün kaliteli ve çok güzel. aynı görselde gözüktüğü gibi güvenilir.,"['ürün', 'kaliteli', 've', 'çok', 'güzel', 'aynı', 'görselde', 'gözüktüğü', 'gibi', 'güvenilir']","['ürün', 'kaliteli', 'güzel', 'aynı', 'görselde', 'gözüktüğü', 'güvenilir']","['ürün', 'kaliteli', 'güzel', 'aynı', 'görsel', 'gözüktük', 'güvenilir']","['ürün', 'kalit', 'güzel', 'aynı', 'görsel', 'gözüktük', 'güvenilir']"
Sakal tıraşı için harika bir ürün ve motoru çok güçlü,1,sakal tıraşı için harika bir ürün ve motoru çok güçlü,sakal tıraşı için harika bir ürün ve motoru çok güçlü,"['sakal', 'tıraşı', 'için', 'harika', 'bir', 'ürün', 've', 'motoru', 'çok', 'güçlü']","['sakal', 'tıraşı', 'harika', 'bir', 'ürün', 'motoru', 'güçlü']","['sakal', 'tıraş', 'harika', 'bir', 'ürün', 'motor', 'güçlü']","['sakal', 'tıraş', 'harika', 'bir', 'ürün', 'motor', 'güçlü']"
bundan daha iyi bı makine görmedim.saticisina helal olsun ??,1,bundan daha iyi bı makine görmedim.saticisina helal olsun ??,bundan daha iyi bı makine görmedim.saticisina helal olsun ??,"['bundan', 'daha', 'iyi', 'bı', 'makine', 'görmedimsaticisina', 'helal', 'olsun']","['bundan', 'iyi', 'bı', 'makine', 'görmedimsaticisina', 'helal', 'olsun']","['bun', 'iyi', '', 'makine', '', 'helal', 'ol']","['bun', 'iyi', '', 'makin', '', 'helal', 'ol']"
Ürün kaliteli tavsiye ederim kargo özenli teşekkür ederim.,1,ürün kaliteli tavsiye ederim kargo özenli teşekkür ederim.,ürün kaliteli tavsiye ederim kargo özenli teşekkür ederim.,"['ürün', 'kaliteli', 'tavsiye', 'ederim', 'kargo', 'özenli', 'teşekkür', 'ederim']","['ürün', 'kaliteli', 'tavsiye', 'ederim', 'kargo', 'özenli', 'teşekkür', 'ederim']","['ürün', 'kaliteli', 'tavsiye', 'eder', 'kargo', 'özenli', 'teşekkür', 'eder']","['ürün', 'kalit', 'tavsiy', 'eder', 'kargo', 'özenli', 'teşekkür', 'eder']"
"Çok kaliteli bir ürün, arkadaşa aldım çok memnu kaldı..",1,"çok kaliteli bir ürün, arkadaşa aldım çok memnu kaldı..","çok kaliteli bir ürün, arkadaşa aldım çok memnu kaldı..","['çok', 'kaliteli', 'bir', 'ürün', 'arkadaşa', 'aldım', 'çok', 'memnu', 'kaldı']","['kaliteli', 'bir', 'ürün', 'arkadaşa', 'aldım', 'memnu', 'kaldı']","['kaliteli', 'bir', 'ürün', 'arkadaş', 'al', 'memnu', 'kal']","['kalit', 'bir', 'ürün', 'arkadaş', 'al', 'memnu', 'kal']"
Çok güzel özellikle küt saç kesimlerinde Harika bir ürün iş yerimde severek kullanıyorum teşekkürler,1,çok güzel özellikle küt saç kesimlerinde harika bir ürün iş yerimde severek kullanıyorum teşekkürler,çok güzel özellikle küt saç kesimlerinde harika bir ürün iş yerimde severek kullanıyorum teşekkürler,"['çok', 'güzel', 'özellikle', 'küt', 'saç', 'kesimlerinde', 'harika', 'bir', 'ürün', 'iş', 'yerimde', 'severek', 'kullanıyorum', 'teşekkürler']","['güzel', 'özellikle', 'küt', 'saç', 'kesimlerinde', 'harika', 'bir', 'ürün', 'iş', 'yerimde', 'severek', 'kullanıyorum', 'teşekkürler']","['güzel', 'özellik', 'küt', 'saç', 'kesim', 'harika', 'bir', 'ürün', 'iş', 'yerim', 'severek', 'kullan', 'teşekkür']","['güzel', 'özellik', 'küt', 'saç', 'kesim', 'harika', 'bir', 'ürün', 'iş', 'yerim', 'severek', 'kullan', 'teşekkür']"
ürün kaliteli satıcıya ulaşım kolay ve müşteri memnuniyeti ön planda,1,ürün kaliteli satıcıya ulaşım kolay ve müşteri memnuniyeti ön planda,ürün kaliteli satıcıya ulaşım kolay ve müşteri memnuniyeti ön planda,"['ürün', 'kaliteli', 'satıcıya', 'ulaşım', 'kolay', 've', 'müşteri', 'memnuniyeti', 'ön', 'planda']","['ürün', 'kaliteli', 'satıcıya', 'ulaşım', 'kolay', 'müşteri', 'memnuniyeti', 'ön', 'planda']","['ürün', 'kaliteli', 'satıcı', 'ulaşım', 'kolay', 'Müşteri', 'memnuniyet', 'ön', 'plan']","['ürün', 'kalit', 'satıcı', 'ulaşım', 'kolay', 'müşteri', 'memnuniyet', 'ön', 'plan']"
"Ürün çok iyi, sıfıra çok yakın kesiyor. Kesinlikle öneriyorum. Fakat kargo süreci 8 gün sürdü.",1,"ürün çok iyi, sıfıra çok yakın kesiyor. kesinlikle öneriyorum. fakat kargo süreci 8 gün sürdü.","ürün çok iyi, sıfıra çok yakın kesiyor. kesinlikle öneriyorum. fakat kargo süreci 8 gün sürdü.","['ürün', 'çok', 'iyi', 'sıfıra', 'çok', 'yakın', 'kesiyor', 'kesinlikle', 'öneriyorum', 'fakat', 'kargo', 'süreci', 'gün', 'sürdü']","['ürün', 'iyi', 'sıfıra', 'yakın', 'kesiyor', 'kesinlikle', 'öneriyorum', 'fakat', 'kargo', 'süreci', 'gün', 'sürdü']","['ürün', 'iyi', 'sıfır', 'yak', 'kes', 'kesinlik', 'öner', 'fakat', 'kargo', 'süreç', 'gün', 'sür']","['ürün', 'iyi', 'sıfır', 'yak', 'ke', 'kesinlik', 'öner', 'fakat', 'kargo', 'süreç', 'gün', 'sür']"
hızlı kargo bu dönemde 4 günde elime ulaştı ürün güzel iş görüyor,1,hızlı kargo bu dönemde 4 günde elime ulaştı ürün güzel iş görüyor,hızlı kargo bu dönemde 4 günde elime ulaştı ürün güzel iş görüyor,"['hızlı', 'kargo', 'bu', 'dönemde', 'günde', 'elime', 'ulaştı', 'ürün', 'güzel', 'iş', 'görüyor']","['hızlı', 'kargo', 'dönemde', 'günde', 'elime', 'ulaştı', 'ürün', 'güzel', 'iş', 'görüyor']","['hızlı', 'kargo', 'dönem', 'günde', 'elim', 'ulaş', 'ürün', 'güzel', 'iş', 'gör']","['hızlı', 'kargo', 'dönem', 'günde', 'elim', 'ulaş', 'ürün', 'güzel', 'iş', 'gör']"
güzel temiz paketlenmiş sağlam çalışıyor teşekkür ederim,1,güzel temiz paketlenmiş sağlam çalışıyor teşekkür ederim,güzel temiz paketlenmiş sağlam çalışıyor teşekkür ederim,"['güzel', 'temiz', 'paketlenmiş', 'sağlam', 'çalışıyor', 'teşekkür', 'ederim']","['güzel', 'temiz', 'paketlenmiş', 'sağlam', 'çalışıyor', 'teşekkür', 'ederim']","['güzel', 'temiz', 'paketlen', 'sağlam', 'çalış', 'teşekkür', 'eder']","['güzel', 'temiz', 'paketlen', 'sağlam', 'çalış', 'teşekkür', 'eder']"
bir berber abi bana tavsiye etti bende herkese tavsiye ederim rahatlıkla alabilirsiniz,1,bir berber abi bana tavsiye etti bende herkese tavsiye ederim rahatlıkla alabilirsiniz,bir berber abi bana tavsiye etti bende herkese tavsiye ederim rahatlıkla alabilirsiniz,"['bir', 'berber', 'abi', 'bana', 'tavsiye', 'etti', 'bende', 'herkese', 'tavsiye', 'ederim', 'rahatlıkla', 'alabilirsiniz']","['bir', 'berber', 'abi', 'bana', 'tavsiye', 'etti', 'bende', 'herkese', 'tavsiye', 'ederim', 'rahatlıkla', 'alabilirsiniz']","['bir', 'berber', 'abi', 'bana', 'tavsiye', 'et', 'bende', 'herkes', 'tavsiye', 'eder', 'rahatlık', 'alabil']","['bir', 'berber', 'abi', 'bana', 'tavsiy', 'et', 'bend', 'herk', 'tavsiy', 'eder', 'rahatlık', 'alabil']"
Ürün çok iyiymiş eşim makineyi araştırıp sipariş etti tavsiye ediyor.,1,ürün çok iyiymiş eşim makineyi araştırıp sipariş etti tavsiye ediyor.,ürün çok iyiymiş eşim makineyi araştırıp sipariş etti tavsiye ediyor.,"['ürün', 'çok', 'iyiymiş', 'eşim', 'makineyi', 'araştırıp', 'sipariş', 'etti', 'tavsiye', 'ediyor']","['ürün', 'iyiymiş', 'eşim', 'makineyi', 'araştırıp', 'sipariş', 'etti', 'tavsiye', 'ediyor']","['ürün', 'iyi', 'eşim', 'makine', 'araştırıp', 'sipariş', 'et', 'tavsiye', 'et']","['ürün', 'iyi', 'eşim', 'makin', 'araştırıp', 'sipariş', 'et', 'tavsiy', 'et']"
saç traji için uygun sakal traji icinde sinek kaydi değil,2,saç traji için uygun sakal traji icinde sinek kaydi değil,saç traji için uygun sakal traji icinde sinek kaydi değil,"['saç', 'traji', 'için', 'uygun', 'sakal', 'traji', 'icinde', 'sinek', 'kaydi', 'değil']","['saç', 'traji', 'uygun', 'sakal', 'traji', 'icinde', 'sinek', 'kaydi', 'değil']","['saç', '', 'uygun', 'sakal', '', '', 'sinek', '', 'değil']","['saç', '', 'uygun', 'sakal', '', '', 'sinek', '', 'değil']"
